ID,Team.1.Odds,Team.2.Odds,Outcome,Prob.Team.1,Prob.Team.2,prediction,TK1,TK2
2343943,3.3999999999999946,1.3000000000000005,2,0.136,0.864,2,0.0,0.04
2334920,2.5,1.4999999999999993,2,0.51,0.49,1,0.02,0.0
2324768,1.440000000000001,2.62,1,0.658,0.342,1,0.0,0.0
2327388,1.3599999999999994,3.0000000000000027,1,0.836,0.164,1,0.04,0.0
2332308,1.0400000000000005,9.000000000000009,1,0.8,0.2,1,0.0,0.01
2337318,1.6599999999999995,2.1000000000000005,1,0.48,0.52,2,0.0,0.01
2346912,2.5,1.4999999999999993,1,0.382,0.618,2,0.0,0.0
2319896,1.6599999999999995,2.1000000000000005,1,0.564,0.436,1,0.0,0.0
2347753,2.370000000000001,1.5300000000000002,1,0.214,0.786,2,0.0,0.04
2317935,1.3599999999999994,3.0000000000000027,1,0.8,0.2,1,0.02,0.0
2321944,2.1000000000000005,1.6599999999999995,2,0.566,0.434,1,0.02,0.0
2314425,1.28,3.499999999999996,1,0.73,0.27,1,0.0,0.0
2334861,1.5300000000000002,2.370000000000001,1,0.39,0.61,2,0.0,0.03
2329716,1.3599999999999994,3.0000000000000027,1,0.77,0.23,1,0.01,0.0
2317650,1.3000000000000005,3.3999999999999946,2,0.674,0.326,1,0.0,0.0
2328730,1.6100000000000008,2.1999999999999975,1,0.488,0.512,2,0.0,0.01
2343712,1.6100000000000008,2.1999999999999975,2,0.444,0.556,2,0.0,0.02
2343670,1.25,3.7499999999999956,1,0.892,0.108,1,0.05,0.0
2315697,1.3300000000000005,3.249999999999997,1,0.728,0.272,1,0.0,0.0
2319559,1.28,3.499999999999996,1,0.862,0.138,1,0.04,0.0
2333282,1.28,3.499999999999996,1,0.732,0.268,1,0.0,0.0
2329499,1.25,3.7499999999999956,1,0.492,0.508,2,0.0,0.03
2347485,1.5699999999999992,2.250000000000002,1,0.7819459459459459,0.21805405405405406,1,0.04,0.0
2327584,2.749999999999997,1.4000000000000001,2,0.502,0.498,1,0.02,0.0
2336710,1.1199999999999999,5.499999999999994,1,0.904,0.096,1,0.01,0.0
2319919,1.7200000000000009,2.0,1,0.472,0.528,2,0.0,0.01
2318606,3.0000000000000027,1.3599999999999994,2,0.366,0.634,2,0.0,0.0
2345211,3.499999999999996,1.28,2,0.302,0.698,2,0.0,0.0
2327427,4.500000000000004,1.1600000000000006,2,0.144,0.856,2,0.0,0.0
2313981,1.7999999999999985,1.9000000000000008,2,0.634,0.366,1,0.02,0.0
2331047,1.25,3.7499999999999956,1,0.472,0.528,2,0.0,0.04
2345727,1.2000000000000004,4.330000000000002,1,0.842,0.158,1,0.01,0.0
2336725,1.0600000000000003,8.0,1,0.95,0.05,1,0.01,0.0
2326198,3.3999999999999946,1.3000000000000005,2,0.198,0.802,2,0.0,0.01
2328424,1.6100000000000008,2.1999999999999975,1,0.512,0.488,1,0.0,0.01
2346918,1.7200000000000009,2.0,2,0.508,0.492,1,0.0,0.0
2343647,1.7200000000000009,2.0,2,0.362,0.638,2,0.0,0.03
2313919,1.4999999999999993,2.5,1,0.55,0.45,1,0.0,0.01
2315935,3.249999999999997,1.3300000000000005,2,0.2,0.8,2,0.0,0.02
2327132,3.0000000000000027,1.3599999999999994,2,0.288,0.712,2,0.0,0.0
2327367,1.4999999999999993,2.5,1,0.526,0.474,1,0.0,0.01
2322020,1.7200000000000009,2.0,1,0.662,0.338,1,0.02,0.0
2320058,3.0000000000000027,1.3599999999999994,2,0.326,0.674,2,0.0,0.0
2314420,1.08,6.999999999999992,1,0.6,0.4,1,0.0,0.03
2340549,1.28,3.499999999999996,1,0.682,0.318,1,0.0,0.0
2340640,1.3599999999999994,3.0000000000000027,1,0.91,0.09,1,0.07,0.0
2341682,1.6100000000000008,2.1999999999999975,1,0.592,0.408,1,0.0,0.0
2326843,6.999999999999992,1.08,2,0.166,0.834,2,0.0,0.0
2345731,1.440000000000001,2.62,1,0.836,0.164,1,0.05,0.0
2341601,1.7999999999999985,1.9000000000000008,1,0.414,0.586,2,0.0,0.01
2314759,2.0,1.7200000000000009,2,0.466,0.534,2,0.0,0.0
2345206,2.1000000000000005,1.6599999999999995,1,0.34,0.66,2,0.0,0.01
2323798,2.250000000000002,1.5699999999999992,2,0.384,0.616,2,0.0,0.0
2332063,2.370000000000001,1.5300000000000002,1,0.396,0.604,2,0.0,0.0
2331064,1.1400000000000003,5.0,2,0.574,0.426,1,0.0,0.03
2315617,2.370000000000001,1.5300000000000002,1,0.448,0.552,2,0.0,0.0
2340881,1.2000000000000004,4.330000000000002,2,0.41,0.59,2,0.0,0.05
2332071,2.0,1.7200000000000009,1,0.45,0.55,2,0.0,0.0
2316782,1.8300000000000003,1.8300000000000003,2,0.45,0.55,2,0.0,0.0
2314004,3.0000000000000027,1.3599999999999994,2,0.446,0.554,2,0.02,0.0
2336713,1.3599999999999994,3.0000000000000027,1,0.756,0.244,1,0.01,0.0
2334934,1.28,3.499999999999996,1,0.902,0.098,1,0.06,0.0
2328427,3.3999999999999946,1.3000000000000005,2,0.466,0.534,2,0.02,0.0
2313992,2.250000000000002,1.5699999999999992,2,0.454,0.546,2,0.0,0.0
2331670,2.1000000000000005,1.6599999999999995,1,0.39,0.61,2,0.0,0.0
2319599,4.330000000000002,1.2000000000000004,2,0.308,0.692,2,0.01,0.0
2329915,2.1000000000000005,1.6599999999999995,2,0.472,0.528,2,0.0,0.0
2346924,1.5699999999999992,2.250000000000002,2,0.546,0.454,1,0.0,0.0
2348009,1.7200000000000009,2.0,1,0.488,0.512,2,0.0,0.0
2346906,1.3599999999999994,3.0000000000000027,2,0.386,0.614,2,0.0,0.04
2317633,2.1999999999999975,1.6100000000000008,2,0.402,0.598,2,0.0,0.0
2343710,1.5300000000000002,2.370000000000001,2,0.738,0.262,1,0.02,0.0
2316080,4.330000000000002,1.2000000000000004,2,0.186,0.814,2,0.0,0.0
2314006,1.7999999999999985,1.9000000000000008,1,0.514,0.486,1,0.0,0.0
2335646,1.5300000000000002,2.370000000000001,1,0.504,0.496,1,0.0,0.01
2323794,2.0,1.7200000000000009,2,0.582,0.418,1,0.02,0.0
2335614,1.4000000000000001,2.749999999999997,1,0.476,0.524,2,0.0,0.03
2329075,2.250000000000002,1.5699999999999992,1,0.424,0.576,2,0.0,0.0
2343713,1.3599999999999994,3.0000000000000027,2,0.434,0.566,2,0.0,0.03
2338356,1.22,4.0,1,0.806,0.194,1,0.0,0.0
2346921,1.5300000000000002,2.370000000000001,1,0.74,0.26,1,0.02,0.0
2339160,2.749999999999997,1.4000000000000001,2,0.454,0.546,2,0.01,0.0
2344448,1.25,3.7499999999999956,1,0.97,0.03,1,0.08,0.0
2318810,1.1400000000000003,5.0,1,0.728,0.272,1,0.0,0.01
2313866,1.4999999999999993,2.5,1,0.576,0.424,1,0.0,0.0
2329674,1.7200000000000009,2.0,1,0.376,0.624,2,0.0,0.02
2337202,1.1600000000000006,4.500000000000004,1,0.95,0.05,1,0.06,0.0
2334329,1.3300000000000005,3.249999999999997,1,0.942,0.058,1,0.08,0.0
2323118,2.62,1.440000000000001,1,0.514,0.486,1,0.02,0.0
2333379,1.25,3.7499999999999956,1,0.578,0.422,1,0.0,0.02
2343630,2.5,1.4999999999999993,2,0.334,0.666,2,0.0,0.0
2327626,3.249999999999997,1.3300000000000005,1,0.442,0.558,2,0.02,0.0
2345741,1.3599999999999994,3.0000000000000027,1,0.86,0.14,1,0.05,0.0
2321091,1.22,4.0,1,0.56,0.44,1,0.0,0.03
2313994,1.6599999999999995,2.1000000000000005,2,0.54,0.46,1,0.0,0.0
2322407,1.25,3.7499999999999956,2,0.768,0.232,1,0.0,0.0
2318983,3.3999999999999946,1.3000000000000005,1,0.3305,0.6695,2,0.01,0.0
2327136,2.1999999999999975,1.6100000000000008,2,0.46,0.54,2,0.0,0.0
2316377,2.62,1.440000000000001,2,0.404,0.596,2,0.0,0.0
2319458,1.6100000000000008,2.1999999999999975,1,0.464,0.536,2,0.0,0.01
2342416,2.62,1.440000000000001,2,0.434,0.566,2,0.01,0.0
2316492,3.3999999999999946,1.3000000000000005,2,0.48,0.52,2,0.03,0.0
2327115,2.1000000000000005,1.6599999999999995,2,0.322,0.678,2,0.0,0.02
2335649,1.7200000000000009,2.0,1,0.584,0.416,1,0.0,0.0
2342096,2.0,1.7200000000000009,1,0.2834,0.7166,2,0.0,0.03
2326844,3.7499999999999956,1.25,2,0.29,0.71,2,0.0,0.0
2319206,1.4999999999999993,2.5,2,0.518,0.482,1,0.0,0.01
2338654,1.3000000000000005,3.3999999999999946,2,0.41,0.59,2,0.0,0.04
2319937,1.440000000000001,2.62,2,0.628,0.372,1,0.0,0.0
2338416,1.9000000000000008,1.7999999999999985,1,0.492,0.508,2,0.0,0.0
2343699,1.5300000000000002,2.370000000000001,1,0.616,0.384,1,0.0,0.0
2317277,1.22,4.0,1,0.826,0.174,1,0.0,0.0
2325926,2.0,1.7200000000000009,2,0.542,0.458,1,0.01,0.0
2331583,1.9000000000000008,1.7999999999999985,2,0.446,0.554,2,0.0,0.0
2319138,1.5699999999999992,2.250000000000002,1,0.512,0.488,1,0.0,0.01
2321415,2.1000000000000005,1.6599999999999995,2,0.386,0.614,2,0.0,0.0
2327140,1.4000000000000001,2.749999999999997,1,0.818,0.182,1,0.04,0.0
2321299,1.8300000000000003,1.8300000000000003,2,0.322,0.678,2,0.0,0.03
2321579,1.08,6.999999999999992,1,0.728,0.272,1,0.0,0.02
2341151,2.370000000000001,1.5300000000000002,1,0.408,0.592,2,0.0,0.0
2339356,2.1000000000000005,1.6599999999999995,2,0.434,0.566,2,0.0,0.0
2346910,4.330000000000002,1.2000000000000004,2,0.206,0.794,2,0.0,0.0
2323130,2.1999999999999975,1.6100000000000008,1,0.518,0.482,1,0.01,0.0
2322232,1.8300000000000003,1.8300000000000003,2,0.502,0.498,1,0.0,0.0
2315049,2.749999999999997,1.4000000000000001,2,0.318,0.682,2,0.0,0.0
2338638,1.440000000000001,2.62,2,0.63,0.37,1,0.0,0.0
2314548,1.25,3.7499999999999956,1,0.928,0.072,1,0.06,0.0
2321657,2.0,1.7200000000000009,2,0.382,0.618,2,0.0,0.01
2326378,2.370000000000001,1.5300000000000002,2,0.216,0.784,2,0.0,0.04
2327259,1.5699999999999992,2.250000000000002,1,0.5,0.5,1,0.0,0.01
2327382,1.5699999999999992,2.250000000000002,1,0.466,0.534,2,0.0,0.02
2333227,2.0,1.7200000000000009,2,0.486,0.514,2,0.0,0.0
2313965,1.8300000000000003,1.8300000000000003,2,0.51,0.49,1,0.0,0.0
2319668,1.7200000000000009,2.0,2,0.696,0.304,1,0.03,0.0
2336980,1.5300000000000002,2.370000000000001,2,0.444,0.556,2,0.0,0.02
2317118,2.62,1.440000000000001,1,0.474,0.526,2,0.01,0.0
2336326,1.7200000000000009,2.0,2,0.446,0.554,2,0.0,0.01
2327510,1.4999999999999993,2.5,2,0.774,0.226,1,0.03,0.0
2316774,2.0,1.7200000000000009,1,0.506,0.494,1,0.0,0.0
2338071,1.7200000000000009,2.0,2,0.386,0.614,2,0.0,0.02
2346583,3.0000000000000027,1.3599999999999994,1,0.542,0.458,1,0.03,0.0
2338056,1.3599999999999994,3.0000000000000027,1,0.646,0.354,1,0.0,0.0
2337532,1.5300000000000002,2.370000000000001,2,0.456,0.544,2,0.0,0.02
2332087,1.6599999999999995,2.1000000000000005,1,0.656,0.344,1,0.01,0.0
2314779,1.8300000000000003,1.8300000000000003,2,0.432,0.568,2,0.0,0.0
2320062,2.0,1.7200000000000009,2,0.576,0.424,1,0.02,0.0
2329712,1.4999999999999993,2.5,2,0.588,0.412,1,0.0,0.0
2319893,1.3599999999999994,3.0000000000000027,2,0.772,0.228,1,0.01,0.0
2345308,1.6599999999999995,2.1000000000000005,2,0.518,0.482,1,0.0,0.0
2345852,1.1400000000000003,5.0,1,0.95,0.05,1,0.06,0.0
2331961,1.5300000000000002,2.370000000000001,1,0.442,0.558,2,0.0,0.02
2326413,3.249999999999997,1.3300000000000005,2,0.228,0.772,2,0.0,0.01
2319889,1.3000000000000005,3.3999999999999946,1,0.664,0.336,1,0.0,0.01
2317451,1.2000000000000004,4.330000000000002,1,0.91,0.09,1,0.05,0.0
2329051,1.2000000000000004,4.330000000000002,2,0.632,0.368,1,0.0,0.02
2319460,2.0,1.7200000000000009,2,0.628,0.372,1,0.03,0.0
2343152,1.28,3.499999999999996,1,0.972,0.028,1,0.09,0.0
2328070,1.7999999999999985,1.9000000000000008,1,0.394,0.606,2,0.0,0.02
2346908,1.4000000000000001,2.749999999999997,1,0.562,0.438,1,0.0,0.01
2319440,2.250000000000002,1.5699999999999992,1,0.492,0.508,2,0.01,0.0
2318863,1.1600000000000006,4.500000000000004,1,0.9,0.1,1,0.03,0.0
2315731,1.28,3.499999999999996,1,0.816,0.184,1,0.02,0.0
2340864,9.000000000000009,1.0400000000000005,2,0.176,0.824,2,0.01,0.0
2319528,1.4999999999999993,2.5,1,0.716,0.284,1,0.01,0.0
2347487,1.3300000000000005,3.249999999999997,2,0.752,0.248,1,0.0,0.0
2316585,1.3300000000000005,3.249999999999997,2,0.444,0.556,2,0.0,0.04
2316692,3.3999999999999946,1.3000000000000005,2,0.23,0.77,2,0.0,0.0
2333359,1.440000000000001,2.62,2,0.684,0.316,1,0.0,0.0
2319606,4.330000000000002,1.2000000000000004,1,0.148,0.852,2,0.0,0.01
2327123,1.6100000000000008,2.1999999999999975,2,0.48,0.52,2,0.0,0.01
2331048,1.3599999999999994,3.0000000000000027,2,0.676,0.324,1,0.0,0.0
2319986,2.749999999999997,1.4000000000000001,2,0.24,0.76,2,0.0,0.02
2323193,1.440000000000001,2.62,1,0.612,0.388,1,0.0,0.0
2341011,2.0,1.7200000000000009,2,0.496,0.504,2,0.0,0.0
2327363,2.1999999999999975,1.6100000000000008,1,0.524,0.476,1,0.01,0.0
2330339,1.5699999999999992,2.250000000000002,2,0.452,0.548,2,0.0,0.02
2345294,1.3599999999999994,3.0000000000000027,1,0.83,0.17,1,0.04,0.0
2326755,4.0,1.22,2,0.138,0.862,2,0.0,0.02
2343616,1.5300000000000002,2.370000000000001,2,0.544,0.456,1,0.0,0.01
2340063,1.440000000000001,2.62,1,0.724,0.276,1,0.01,0.0
2334731,3.499999999999996,1.28,2,0.36,0.64,2,0.01,0.0
2314052,1.440000000000001,2.62,1,0.606,0.394,1,0.0,0.0
2344648,1.440000000000001,2.62,1,0.772,0.228,1,0.03,0.0
2317665,2.250000000000002,1.5699999999999992,1,0.46,0.54,2,0.0,0.0
2328420,1.7200000000000009,2.0,1,0.474,0.526,2,0.0,0.01
2337359,1.440000000000001,2.62,1,0.53,0.47,1,0.0,0.01
2314016,1.22,4.0,2,0.44,0.56,2,0.0,0.04
2316707,1.6100000000000008,2.1999999999999975,1,0.594,0.406,1,0.0,0.0
2314049,1.7200000000000009,2.0,1,0.462,0.538,2,0.0,0.01
2345716,1.1600000000000006,4.500000000000004,1,0.848,0.152,1,0.0,0.0
2314756,1.3300000000000005,3.249999999999997,1,0.474,0.526,2,0.0,0.03
2315936,1.3000000000000005,3.3999999999999946,2,0.748,0.252,1,0.0,0.0
2331631,1.4999999999999993,2.5,1,0.712,0.288,1,0.01,0.0
2313908,1.7999999999999985,1.9000000000000008,1,0.606,0.394,1,0.01,0.0
2333366,2.1000000000000005,1.6599999999999995,2,0.466,0.534,2,0.0,0.0
2340524,1.3599999999999994,3.0000000000000027,1,0.702,0.298,1,0.0,0.0
2317938,1.6599999999999995,2.1000000000000005,2,0.482,0.518,2,0.0,0.01
2340089,1.7200000000000009,2.0,1,0.504,0.496,1,0.0,0.0
2343765,2.1000000000000005,1.6599999999999995,1,0.5,0.5,1,0.0,0.0
2321794,2.5,1.4999999999999993,2,0.36,0.64,2,0.0,0.0
2333140,1.6599999999999995,2.1000000000000005,1,0.622,0.378,1,0.0,0.0
2319549,1.5699999999999992,2.250000000000002,2,0.422,0.578,2,0.0,0.02
2333369,1.3599999999999994,3.0000000000000027,1,0.668,0.332,1,0.0,0.0
2324809,3.0000000000000027,1.3599999999999994,1,0.228,0.772,2,0.0,0.01
2326859,1.5300000000000002,2.370000000000001,1,0.624,0.376,1,0.0,0.0
2327134,2.370000000000001,1.5300000000000002,2,0.452,0.548,2,0.01,0.0
2326356,1.1600000000000006,4.500000000000004,2,0.534,0.466,1,0.0,0.03
2343658,1.6599999999999995,2.1000000000000005,1,0.37666666666666665,0.6233333333333333,2,0.0,0.03
2344736,3.0000000000000027,1.3599999999999994,2,0.232,0.768,2,0.0,0.01
2319964,1.8300000000000003,1.8300000000000003,1,0.484,0.516,2,0.0,0.0
2337788,1.3000000000000005,3.3999999999999946,1,0.904,0.096,1,0.06,0.0
2316681,1.6599999999999995,2.1000000000000005,1,0.544,0.456,1,0.0,0.0
2333287,2.1000000000000005,1.6599999999999995,1,0.294,0.706,2,0.0,0.03
2334610,1.8300000000000003,1.8300000000000003,2,0.522,0.478,1,0.0,0.0
2326204,1.11,5.9999999999999885,1,0.69,0.31,1,0.0,0.02
2318524,1.1400000000000003,5.0,1,0.848,0.152,1,0.0,0.0
2329215,1.6599999999999995,2.1000000000000005,2,0.414,0.586,2,0.0,0.02
2335647,1.25,3.7499999999999956,2,0.692,0.308,1,0.0,0.01
2343135,1.5300000000000002,2.370000000000001,1,0.578,0.422,1,0.0,0.0
2322774,1.5699999999999992,2.250000000000002,2,0.542,0.458,1,0.0,0.0
2314021,2.749999999999997,1.4000000000000001,1,0.452,0.548,2,0.01,0.0
2317286,1.3000000000000005,3.3999999999999946,2,0.68,0.32,1,0.0,0.0
2333371,1.4999999999999993,2.5,2,0.512,0.488,1,0.0,0.01
2337215,1.08,6.999999999999992,1,0.922,0.078,1,0.0,0.0
2333293,1.3000000000000005,3.3999999999999946,2,0.526,0.474,1,0.0,0.03
2323161,3.0000000000000027,1.3599999999999994,2,0.478,0.522,2,0.02,0.0
2335389,4.330000000000002,1.2000000000000004,1,0.378,0.622,2,0.02,0.0
2345205,2.1000000000000005,1.6599999999999995,1,0.38,0.62,2,0.0,0.0
2326414,3.7499999999999956,1.25,2,0.21,0.79,2,0.0,0.0
2322720,2.1000000000000005,1.6599999999999995,1,0.624,0.376,1,0.03,0.0
2327692,1.22,4.0,1,0.562,0.438,1,0.0,0.03
2320659,1.7200000000000009,2.0,2,0.476,0.524,2,0.0,0.0
2343611,1.3000000000000005,3.3999999999999946,1,0.94,0.06,1,0.07,0.0
2321438,3.249999999999997,1.3300000000000005,2,0.212,0.788,2,0.0,0.01
2344824,1.22,4.0,1,0.534,0.466,1,0.0,0.03
2330420,8.500000000000028,1.0500000000000003,2,0.198,0.802,2,0.01,0.0
2340773,3.0000000000000027,1.3599999999999994,2,0.4674,0.5326000000000001,2,0.02,0.0
2336324,1.0600000000000003,8.0,2,0.452,0.548,2,0.0,0.05
2346512,2.1000000000000005,1.6599999999999995,2,0.494,0.506,2,0.0,0.0
2314802,2.370000000000001,1.5300000000000002,2,0.422,0.578,2,0.0,0.0
2321094,2.749999999999997,1.4000000000000001,2,0.328,0.672,2,0.0,0.0
2319211,1.1400000000000003,5.0,2,0.794,0.206,1,0.0,0.0
2330633,1.440000000000001,2.62,1,0.828,0.172,1,0.04,0.0
2347423,1.22,4.0,2,0.828,0.172,1,0.0,0.0
2337393,2.1000000000000005,1.6599999999999995,1,0.444,0.556,2,0.0,0.0
2328546,1.6599999999999995,2.1000000000000005,2,0.486,0.514,2,0.0,0.01
2313868,5.499999999999994,1.1199999999999999,2,0.192,0.808,2,0.0,0.0
2341965,1.3599999999999994,3.0000000000000027,1,0.546,0.454,1,0.0,0.02
2346218,1.5699999999999992,2.250000000000002,2,0.54,0.46,1,0.0,0.0
2329671,3.3999999999999946,1.3000000000000005,1,0.158,0.842,2,0.0,0.03
2337112,1.3599999999999994,3.0000000000000027,2,0.732,0.268,1,0.0,0.0
2316136,1.440000000000001,2.62,1,0.532,0.468,1,0.0,0.01
2319925,2.250000000000002,1.5699999999999992,2,0.374,0.626,2,0.0,0.0
2331069,1.5699999999999992,2.250000000000002,1,0.668,0.332,1,0.01,0.0
2334313,1.4000000000000001,2.749999999999997,2,0.666,0.334,1,0.0,0.0
2317972,2.749999999999997,1.4000000000000001,2,0.374,0.626,2,0.0,0.0
2330756,2.749999999999997,1.4000000000000001,1,0.364,0.636,2,0.0,0.0
2332199,1.3000000000000005,3.3999999999999946,1,0.554,0.446,1,0.0,0.02
2330918,2.250000000000002,1.5699999999999992,1,0.54,0.46,1,0.02,0.0
2319942,1.3000000000000005,3.3999999999999946,2,0.58,0.42,1,0.0,0.02
2314378,4.500000000000004,1.1600000000000006,2,0.172,0.828,2,0.0,0.0
2327492,1.5699999999999992,2.250000000000002,2,0.506,0.494,1,0.0,0.01
2327135,1.6100000000000008,2.1999999999999975,2,0.732,0.268,1,0.03,0.0
2339396,3.7499999999999956,1.25,1,0.48,0.52,2,0.03,0.0
2323222,1.440000000000001,2.62,1,0.752,0.248,1,0.02,0.0
2335056,4.330000000000002,1.2000000000000004,2,0.368,0.632,2,0.02,0.0
2340967,1.1400000000000003,5.0,1,0.738,0.262,1,0.0,0.01
2345718,2.370000000000001,1.5300000000000002,1,0.45,0.55,2,0.0,0.0
2333276,1.4000000000000001,2.749999999999997,1,0.572,0.428,1,0.0,0.01
2322714,5.0,1.1400000000000003,2,0.096,0.904,2,0.0,0.02
2346217,1.3599999999999994,3.0000000000000027,2,0.69,0.31,1,0.0,0.0
2343636,1.1400000000000003,5.0,1,0.98,0.02,1,0.08,0.0
2320066,1.5699999999999992,2.250000000000002,2,0.706,0.294,1,0.02,0.0
2346962,2.5,1.4999999999999993,1,0.416,0.584,2,0.0,0.0
2336308,1.6100000000000008,2.1999999999999975,1,0.562,0.438,1,0.0,0.0
2326399,2.250000000000002,1.5699999999999992,2,0.474,0.526,2,0.01,0.0
2334806,2.5,1.4999999999999993,1,0.502,0.498,1,0.02,0.0
2344821,1.7200000000000009,2.0,1,0.626,0.374,1,0.01,0.0
2328145,1.5699999999999992,2.250000000000002,2,0.606,0.394,1,0.0,0.0
2329645,2.1000000000000005,1.6599999999999995,2,0.504,0.496,1,0.01,0.0
2343651,1.0400000000000005,9.000000000000009,1,0.962,0.038,1,0.0,0.0
2339099,1.0200000000000002,11.000000000000002,2,0.622,0.378,1,0.0,0.03
2327990,1.3300000000000005,3.249999999999997,1,0.73,0.27,1,0.0,0.0
2314393,1.25,3.7499999999999956,2,0.88,0.12,1,0.04,0.0
2318632,1.3599999999999994,3.0000000000000027,2,0.592,0.408,1,0.0,0.01
2337258,1.25,3.7499999999999956,2,0.94,0.06,1,0.07,0.0
2325746,1.5300000000000002,2.370000000000001,2,0.428,0.572,2,0.0,0.03
2346928,1.6599999999999995,2.1000000000000005,1,0.578,0.422,1,0.0,0.0
2323831,1.1,6.499999999999994,1,0.886,0.114,1,0.0,0.0
2343183,1.6599999999999995,2.1000000000000005,1,0.581945945945946,0.41805405405405405,1,0.0,0.0
2323771,1.4000000000000001,2.749999999999997,1,0.536,0.464,1,0.0,0.02
